,Origin,Destination,Distance,Time
3140,27,3146,482,10
3141,3163,3165,62,1
3142,27,3040,172,5
3143,64,3035,0,0
3144,108,3179,291,5
3145,146,3069,226,3
3146,145,179,62,1
3147,76,182,85,2
3148,179,3176,56,1
3149,3041,3132,402,6
3150,3060,3194,167,3
3151,3023,3122,134,2
3152,107,3104,422,7
3153,3034,3112,277,4
3154,3108,3177,27,1
3155,3018,3127,465,7
3156,27,106,172,5
3157,60,166,150,2
3158,122,3185,39,1
3159,3118,3136,170,3
3160,3031,3040,221,3
3161,3061,3193,213,4
3162,44,3146,739,11
3163,85,3109,186,3
3164,44,3040,428,6
3165,3041,3163,638,10
3166,35,3028,522,8
3167,106,3102,257,4
3168,139,185,291,4
3169,146,3031,429,7
3170,29,3071,167,3
3171,68,3191,152,3
3172,110,3011,157,3
3173,75,86,77,1
3174,3068,3103,156,2
3175,31,145,289,5
3176,18,3028,407,6
3177,104,3053,327,6
3178,41,104,280,4
3179,117,3117,360,5
3180,75,3037,33,1
3181,35,3158,610,9
3182,85,3026,150,2
3183,47,72,236,4
3184,3028,3177,322,5
3185,3065,3191,74,1
3186,3146,3146,0,0
3187,11,135,201,3
3188,130,3066,137,2
3189,72,3116,398,6
3190,28,3076,126,2
3191,89,165,418,6
3192,115,3086,52,1
3193,72,110,106,2
3194,3037,3060,138,2
3195,18,3085,38,1
3196,18,54,407,6
3197,110,3060,144,2
3198,117,3040,519,8
3199,89,3068,145,2
3200,47,3163,475,7
3201,129,3107,249,4
3202,69,3028,298,5
3203,41,3194,283,4
3204,21,3158,533,8
3205,37,75,171,3
3206,61,3034,149,3
3207,122,3107,145,2
3208,150,3136,97,2
3209,3071,3102,94,2
3210,40,3193,390,6
3211,3108,3166,27,1
3212,122,3075,0,0
3213,136,171,280,4
3214,163,3020,327,5
3215,3071,3104,377,6
3216,3028,3193,101,2
3217,136,3061,255,4
3218,3023,3185,85,1
3219,3109,3146,227,3
3220,3017,3035,66,1
3221,18,3011,96,2
3222,131,3193,201,3
3223,3040,3192,221,3
3224,3102,3114,89,1
3225,100,193,7,0
3226,31,3065,132,2
3227,27,3068,221,6
3228,17,3109,126,2
3229,61,3035,149,3
3230,60,3102,73,1
3231,28,106,78,1
3232,3020,3069,211,3
3233,41,3053,528,8
3234,135,3132,58,1
3235,88,3081,144,2
3236,3122,3122,0,0
3237,81,117,339,5
3238,3020,3163,318,5
3239,3131,3131,0,0
3240,106,145,322,5
3241,16,142,304,5
3242,69,3194,370,6
3243,70,3158,281,4
3244,156,3190,382,6
3245,181,3158,217,3
3246,35,40,178,3
3247,70,3061,130,2
3248,181,3061,217,4
3249,3026,3035,322,5
3250,72,194,342,5
3251,75,100,39,1
3252,62,3034,149,3
3253,165,3127,98,1
3254,171,3163,475,7
3255,3043,3106,252,4
3256,3066,3166,48,1
3257,72,3082,73,1
3258,131,166,271,4
3259,70,3131,249,4
3260,88,108,55,1
3261,181,3131,203,3
3262,145,3152,0,0
3263,3023,3102,145,2
3264,3149,3158,278,5
3265,21,3114,298,5
3266,40,146,477,7
3267,75,89,83,2
3268,163,191,603,9
3269,18,81,313,5
3270,192,3016,283,4
3271,27,3076,221,6
3272,81,3053,387,7
3273,3104,3150,183,3
3274,16,3075,304,5
3275,85,135,281,4
3276,3101,3131,246,4
3277,20,3021,280,4
3278,3075,3085,53,1
3279,66,104,7,0
3280,179,3053,413,7
3281,125,3181,306,5
3282,114,163,400,6
3283,116,3102,94,2
3284,3061,3118,155,3
3285,116,146,332,5
3286,35,3104,499,8
3287,100,106,139,2
3288,81,3104,394,6
3289,103,3190,246,4
3290,70,3024,249,4
3291,181,3024,203,3
3292,89,3086,36,1
3293,3024,3127,150,2
3294,3060,3107,145,2
3295,3132,3145,251,4
3296,26,3011,52,1
3297,27,103,455,9
3298,132,3028,170,3
3299,122,142,0,0
3300,26,53,39,1
3301,3011,3179,174,3
3302,150,3016,62,1
3303,70,185,145,2
3304,181,185,232,4
3305,16,129,73,1
3306,28,3068,126,2
3307,192,3127,364,6
3308,85,176,313,5
3309,70,135,240,4
3310,88,3146,371,6
3311,3142,3190,382,6
3312,176,3066,431,7
3313,3117,3145,168,3
3314,149,3139,280,4
3315,47,86,198,3
3316,24,26,165,3
3317,44,103,711,10
3318,85,3176,142,2
3319,132,166,170,3
3320,28,158,202,3
3321,131,3136,280,4
3322,28,104,224,4
3323,86,139,363,5
3324,129,150,333,5
3325,3158,3176,161,3
3326,165,3104,98,1
3327,61,3031,348,5
3328,129,166,271,4
3329,3114,3139,171,3
3330,3020,3103,316,5
3331,3040,3044,0,0
3332,86,3070,57,1
3333,3122,3129,162,2
3334,43,61,314,5
3335,106,3034,0,0
3336,145,3021,322,5
3337,136,3139,280,4
3338,29,3029,39,1
3339,114,3061,120,2
3340,35,3029,240,4
3341,62,193,26,1
3342,3158,3171,572,8
3343,62,68,73,1
3344,136,3081,230,4
3345,31,114,101,2
3346,17,74,132,2
3347,122,3024,277,4
3348,110,3129,331,5
3349,3016,3117,275,4
3350,11,3104,0,0
3351,3086,3109,186,3
3352,26,131,274,4
3353,31,37,39,1
3354,152,3071,19,0
3355,70,129,249,4
3356,66,3101,426,6
3357,74,3156,170,3
3358,40,3101,639,9
3359,43,3165,640,9
3360,64,3082,167,3
3361,89,3190,0,0
3362,192,3106,237,4
3363,3021,3053,251,4
3364,149,3142,150,2
3365,146,3029,351,5
3366,75,3114,47,1
3367,114,3076,59,1
3368,17,66,132,2
3369,3041,3066,211,3
3370,11,111,183,3
3371,60,3107,43,1
3372,70,3071,25,1
3373,181,3071,78,1
3374,16,81,334,5
3375,18,3020,319,5
3376,3104,3131,150,2
3377,3131,3177,280,4
3378,81,3117,187,3
3379,3017,3171,109,2
3380,110,3150,411,6
3381,3081,3190,288,4
3382,62,3040,149,3
3383,192,3179,398,6
3384,17,190,208,3
3385,108,3061,114,2
3386,114,3040,135,2
3387,3054,3102,145,2
3388,3104,3158,140,3
3389,81,3043,387,7
3390,21,81,353,5
3391,41,114,289,4
3392,3029,3076,42,1
3393,3107,3136,145,2
3394,3139,3171,166,3
3395,70,3041,311,5
3396,181,3041,398,6
3397,165,3135,470,7
3398,3085,3129,258,4
3399,3028,3082,170,3
3400,54,117,232,3
3401,74,3149,252,4
3402,146,3185,351,5
3403,177,3104,216,4
3404,3191,3193,0,0
3405,129,3102,263,4
3406,62,146,365,6
3407,21,28,168,3
3408,182,3156,101,2
3409,165,3108,491,7
3410,16,3131,73,1
3411,17,3118,136,2
3412,20,41,278,5
3413,3031,3070,345,5
3414,70,125,224,4
3415,3109,3114,172,3
3416,81,3023,116,2
3417,25,26,198,3
3418,66,107,290,4
3419,16,28,339,6
3420,165,3071,426,6
3421,3021,3082,167,3
3422,61,3040,149,3
3423,116,3185,132,2
3424,70,3075,145,2
3425,181,3075,232,4
3426,89,3158,277,4
3427,76,3035,145,2
3428,37,3190,220,4
3429,3145,3176,163,2
3430,21,3041,154,2
3431,3011,3021,55,1
3432,27,3053,313,7
3433,81,111,339,5
3434,165,3179,639,9
3435,111,3158,111,2
3436,24,44,622,9
3437,107,3020,360,6
3438,31,43,204,3
3439,182,3145,78,1
3440,3074,3192,210,4
3441,3024,3185,276,4
3442,149,3146,83,1
3443,111,3074,472,7
3444,16,3136,304,5
3445,24,176,303,5
3446,11,3139,423,6
3447,85,166,150,2
3448,108,3021,129,2
3449,3106,3193,228,4
3450,25,3061,217,4
3451,3074,3082,169,3
3452,3135,3145,178,3
3453,61,68,73,1
3454,21,125,153,2
3455,69,85,373,6
3456,86,130,203,3
3457,106,3179,166,3
3458,136,190,265,4
3459,3016,3122,138,2
3460,74,179,121,2
3461,3071,3106,166,3
3462,3104,3149,150,2
3463,31,31,0,0
3464,114,3177,135,2
3465,43,3102,419,6
3466,3070,3081,213,3
3467,37,3018,89,1
3468,41,3068,342,5
3469,26,3145,132,2
3470,41,68,342,5
3471,3028,3109,306,5
3472,103,3053,341,6
3473,86,181,90,2
3474,165,3035,518,7
3475,25,136,203,3
3476,107,110,268,4
3477,106,108,127,2
3478,190,3068,166,3
3479,3109,3163,440,7
3480,29,106,0,0
3481,24,86,0,0
3482,28,117,578,9
3483,76,3142,373,6
3484,185,3163,475,7
3485,3103,3139,99,2
3486,27,3034,172,5
3487,3044,3071,167,3
3488,17,3021,39,1
3489,70,3179,307,5
3490,76,3156,0,0
3491,145,152,150,2
3492,181,3179,394,6
3493,156,3179,0,0
3494,163,3177,519,8
3495,3150,3179,680,10
3496,135,171,227,3
3497,3031,3035,221,3
3498,3122,3176,301,5
3499,115,146,337,5
3500,125,3112,332,5
3501,185,3076,76,1
3502,21,152,310,5
3503,34,3136,88,1
3504,70,3109,145,2
3505,181,3109,216,3
3506,194,3085,55,1
3507,37,3086,185,3
3508,135,3114,265,4
3509,3061,3086,170,3
3510,3075,3171,166,3
3511,142,3082,167,3
3512,3017,3071,227,4
3513,76,76,0,0
3514,41,179,175,3
3515,26,3114,140,2
3516,29,3101,516,7
3517,25,3109,216,3
3518,3044,3116,166,3
3519,111,3024,329,5
3520,185,3139,0,0
3521,37,3108,27,1
3522,106,122,0,0
3523,61,3044,149,3
3524,3029,3035,39,1
3525,24,146,362,5
3526,3028,3117,189,3
3527,17,3076,42,1
3528,3104,3177,423,6
3529,40,3149,401,6
3530,136,3044,280,4
3531,3122,3192,210,4
3532,27,3150,674,13
3533,191,3145,250,4
3534,61,3191,122,2
3535,21,35,77,1
3536,44,135,612,9
3537,21,3132,279,5
3538,53,3181,228,4
3539,185,3054,116,2
3540,74,75,39,1
3541,28,3139,78,1
3542,130,3016,139,2
3543,139,194,204,4
3544,3035,3076,76,1
3545,34,3021,88,1
3546,122,3070,145,2
3547,62,72,130,2
3548,191,3150,605,9
3549,3127,3156,298,5
3550,3081,3127,372,6
3551,28,194,86,1
3552,3029,3041,204,3
3553,27,117,674,13
3554,3066,3082,117,2
3555,24,3021,198,3
3556,54,3029,289,5
3557,104,3192,371,6
3558,125,192,314,5
3559,3054,3139,119,2
3560,11,176,239,4
3561,53,3020,236,4
3562,3020,3023,123,2
3563,3145,3181,74,1
3564,35,54,522,8
3565,3071,3156,170,3
3566,139,3043,29,1
3567,117,3085,568,8
3568,3081,3135,65,1
3569,27,114,280,7
3570,142,3104,421,6
3571,165,3029,501,7
3572,3085,3114,224,4
3573,89,117,337,5
3574,158,3156,219,4
3575,76,85,43,1
3576,76,179,131,2
3577,3146,3149,83,1
3578,86,131,281,4
3579,3023,3066,70,1
3580,179,3029,240,4
3581,69,3076,409,7
3582,122,3017,64,1
3583,3074,3190,225,3
3584,158,3166,149,3
3585,3068,3081,144,2
3586,114,181,94,2
3587,24,3109,203,3
3588,108,3034,129,2
3589,125,135,281,4
3590,139,3150,564,9
3591,37,66,167,3
3592,26,3031,238,4
3593,3071,3145,0,0
3594,3085,3145,216,3
3595,139,3142,383,6
3596,3102,3107,115,2
3597,89,3102,44,1
3598,3020,3041,402,6
3599,3146,3150,255,4
3600,35,132,368,6
3601,31,192,202,3
3602,75,194,277,4
3603,100,3190,86,1
3604,47,190,242,4
3605,3082,3136,166,3
3606,106,3020,236,4
3607,24,3171,360,6
3608,27,54,467,10
3609,3026,3171,485,7
3610,3034,3192,221,3
3611,176,3040,480,7
3612,3060,3070,145,2
3613,114,158,32,1
3614,103,111,301,4
3615,185,190,242,4
3616,165,3037,421,6
3617,25,66,78,1
3618,40,3176,478,7
3619,47,163,521,8
3620,69,3054,366,6
3621,130,177,252,4
3622,3035,3191,228,4
3623,72,3193,47,1
3624,20,3149,0,0
3625,190,3142,392,6
3626,17,3034,39,1
3627,60,3145,19,0
3628,3016,3109,138,2
3629,27,3102,402,9
3630,18,69,465,7
3631,26,72,202,3
3632,107,3139,168,3
3633,132,3021,166,3
3634,177,3191,114,2
3635,11,68,409,7
3636,35,89,422,6
3637,40,122,166,3
3638,47,165,516,7
3639,24,3179,360,6
3640,3031,3037,337,5
3641,27,3028,467,10
3642,76,88,70,1
3643,18,3118,254,4
3644,3021,3071,167,3
3645,74,139,329,5
3646,26,182,194,3
3647,145,166,0,0
3648,24,3074,203,3
3649,62,3053,358,6
3650,3029,3104,418,6
3651,89,3024,262,4
3652,125,3118,248,4
3653,127,190,80,1
3654,135,3102,278,5
3655,20,192,239,4
3656,3104,3139,423,6
3657,3163,3193,283,4
3658,3129,3145,329,5
3659,41,72,254,4
3660,192,3156,111,2
3661,41,3108,393,6
3662,125,3135,104,2
3663,60,68,107,2
3664,75,3116,332,5
3665,53,3023,116,2
3666,3020,3020,0,0
3667,3139,3181,228,4
3668,136,3176,265,4
3669,3109,3131,151,2
3670,31,3061,24,0
3671,158,179,168,3
3672,182,190,74,1
3673,3041,3061,180,3
3674,3114,3176,158,2
3675,21,156,150,2
3676,75,3142,343,5
3677,70,3035,145,2
3678,181,3035,232,4
3679,21,111,603,9
3680,3026,3061,308,5
3681,3069,3185,127,2
3682,3018,3107,229,4
3683,11,26,419,6
3684,29,3018,89,1
3685,176,3112,388,6
3686,69,165,97,1
3687,129,3118,306,5
3688,88,3142,416,7
3689,3146,3176,261,4
3690,62,3020,130,2
3691,108,3054,11,0
3692,104,166,165,3
3693,130,3129,162,2
3694,66,3145,0,0
3695,88,3149,290,4
3696,110,182,106,2
3697,3181,3193,0,0
3698,3076,3131,290,4
3699,61,135,269,4
3700,171,179,275,4
3701,131,193,277,4
3702,3028,3158,162,3
3703,3021,3193,228,4
3704,31,3179,201,3
3705,3065,3145,0,0
3706,70,100,7,0
3707,122,3065,167,3
3708,68,3102,181,3
3709,149,3053,245,5
3710,75,3190,83,2
3711,43,117,684,10
3712,53,100,139,2
3713,116,3146,332,5
3714,3145,3190,58,1
3715,60,156,344,5
3716,170,3085,19,1
3717,37,142,0,0
3718,165,177,268,4
3719,3029,3127,418,6
3720,190,3103,321,5
3721,3070,3108,0,0
3722,47,3040,0,0
3723,64,192,236,4
3724,115,3132,257,4
3725,135,3082,262,4
3726,20,68,290,4
3727,136,158,287,4
3728,66,3086,22,0
3729,136,3181,201,3
3730,3082,3149,252,4
3731,62,3192,348,5
3732,31,3171,201,3
3733,41,3074,373,6
3734,25,3193,0,0
3735,76,3146,329,5
3736,3112,3192,354,6
3737,111,3132,329,5
3738,131,3081,230,4
3739,170,3061,78,1
3740,115,3194,32,1
3741,60,114,48,1
3742,129,191,324,5
3743,116,142,166,3
3744,190,3190,25,1
3745,3116,3152,485,7
3746,53,166,322,5
3747,17,3139,39,1
3748,37,111,521,8
3749,37,3146,354,5
3750,131,3118,306,5
3751,3028,3035,322,5
3752,3011,3037,152,3
3753,85,3016,229,4
3754,21,116,291,5
3755,70,166,0,0
3756,61,3081,216,4
3757,74,3101,426,6
3758,3085,3193,278,5
3759,117,3129,564,9
3760,64,3061,17,0
3761,132,3108,151,3
3762,114,3116,296,5
3763,3020,3070,94,2
3764,139,3149,240,4
3765,111,177,235,3
3766,107,179,399,6
3767,31,193,107,2
3768,3026,3185,289,5
3769,3018,3053,200,3
3770,21,3122,135,3
3771,86,3114,30,1
3772,29,145,322,5
3773,131,3024,0,0
3774,41,3016,457,7
3775,47,3132,277,4
3776,76,81,0,0
3777,3070,3074,145,2
3778,47,47,0,0
3779,47,3011,55,1
3780,17,35,238,4
3781,61,129,284,4
3782,176,181,258,4
3783,72,179,78,1
3784,114,3060,135,2
3785,43,68,239,4
3786,85,117,366,5
3787,16,40,426,7
3788,193,3146,358,5
3789,3040,3116,166,3
3790,3116,3118,332,5
3791,131,135,58,1
3792,3017,3031,167,3
3793,106,114,135,2
3794,131,3146,83,1
3795,85,3069,186,3
3796,88,176,403,6
3797,75,3163,316,5
3798,66,3081,233,4
3799,35,3070,345,5
3800,171,3171,166,3
3801,3122,3158,375,6
3802,136,3152,271,4
3803,170,3011,73,1
3804,88,3136,76,1
3805,170,3103,47,1
3806,76,3068,70,1
3807,29,3026,322,5
3808,135,136,58,1
3809,122,3163,475,7
3810,3071,3086,22,0
3811,3054,3166,119,2
3812,130,179,258,4
3813,62,3044,149,3
3814,75,158,73,1
3815,88,3031,275,4
3816,179,3181,53,1
3817,3021,3061,17,0
3818,3023,3165,444,6
3819,54,3066,275,4
3820,11,3132,150,2
3821,182,194,338,5
3822,3104,3117,203,3
3823,76,104,32,1
3824,76,191,229,4
3825,3017,3034,66,1
3826,60,3029,149,3
3827,131,142,280,4
3828,100,166,185,3
3829,104,107,296,5
3830,70,3152,0,0
3831,181,3152,101,2
3832,41,111,114,2
3833,81,89,25,1
3834,11,74,370,6
3835,132,3074,169,3
3836,64,171,0,0
3837,68,3185,42,1
3838,145,3011,336,5
3839,177,3145,181,3
3840,130,3068,139,3
3841,3075,3152,322,5
3842,24,127,35,1
3843,54,152,150,2
3844,25,3176,95,2
3845,62,3028,219,4
3846,3034,3043,251,4
3847,3108,3165,491,7
3848,3117,3163,292,5
3849,24,166,140,2
3850,3037,3053,288,5
3851,3145,3194,0,0
3852,131,3071,251,4
3853,81,176,285,4
3854,47,132,167,3
3855,81,3017,288,5
3856,81,103,253,4
3857,34,3066,132,2
3858,110,3016,191,3
3859,179,3146,258,4
3860,41,81,284,4
3861,3117,3132,86,1
3862,107,166,447,7
3863,190,3101,423,6
3864,116,3029,132,2
3865,171,3021,0,0
3866,3016,3041,121,2
3867,64,3185,39,1
3868,3021,3034,0,0
3869,3035,3070,145,2
3870,132,3054,53,1
3871,115,3060,135,2
3872,163,165,95,1
3873,66,3028,170,3
3874,3068,3112,290,4
3875,131,3041,406,6
3876,24,3066,150,3
3877,28,70,0,0
3878,18,60,268,4
3879,28,181,278,5
3880,29,127,167,3
3881,68,3129,297,5
3882,72,3041,402,6
3883,136,3116,401,6
3884,185,3106,0,0
3885,69,136,150,2
3886,125,3024,332,5
3887,89,3118,135,2
3888,145,3139,322,5
3889,24,3103,278,4
3890,43,3136,167,3
3891,89,3104,387,6
3892,85,185,182,3
3893,163,3068,450,7
3894,54,3011,336,5
3895,89,108,104,2
3896,68,194,182,3
3897,43,3131,402,6
3898,25,135,219,4
3899,156,3101,639,9
3900,40,3082,328,5
3901,3035,3107,145,2
3902,25,3145,78,1
3903,3037,3131,247,4
3904,61,72,130,2
3905,122,3193,228,4
3906,3028,3037,0,0
3907,3104,3152,298,5
3908,3068,3176,241,4
3909,3069,3190,225,3
3910,66,3191,74,1
3911,69,3185,419,6
3912,136,176,388,6
3913,149,3165,245,4
3914,131,3075,280,4
3915,3016,3035,52,1
3916,3156,3192,522,8
3917,24,3129,363,5
3918,193,3076,66,1
3919,34,3060,88,1
3920,127,3106,166,3
3921,26,3061,24,0
3922,149,3028,271,4
3923,117,156,680,10
3924,3021,3158,410,6
3925,3101,3132,246,4
3926,107,165,517,8
3927,170,3071,227,4
3928,75,3065,43,1
3929,88,3086,109,2
3930,85,3117,176,3
3931,31,3068,42,1
3932,115,3066,86,2
3933,192,3176,103,2
3934,100,3171,301,5
3935,3053,3179,239,4
3936,136,3043,245,5
3937,176,3070,336,5
3938,193,3040,142,2
3939,3021,3131,277,4
3940,18,3082,250,4
3941,3165,3192,592,9
3942,61,194,255,4
3943,135,185,227,3
3944,3114,3150,382,6
3945,81,163,339,5
3946,111,3068,450,7
3947,142,3016,52,1
3948,136,194,346,5
3949,86,3024,281,4
3950,3011,3145,178,3
3951,37,3037,138,2
3952,3070,3149,249,4
3953,26,150,132,2
3954,170,3190,281,4
3955,192,3131,239,4
3956,3108,3152,0,0
3957,68,3116,238,4
3958,132,176,325,5
3959,152,3106,182,3
3960,3018,3044,88,1
3961,171,191,89,1
3962,142,3122,129,2
3963,104,3109,173,3
3964,116,3108,151,3
3965,28,3023,169,3
3966,3146,3171,477,7
3967,111,3020,327,5
3968,193,3104,403,6
3969,3066,3156,275,4
3970,108,185,129,2
3971,114,3054,25,1
3972,131,3179,401,6
3973,11,185,423,6
3974,117,3101,95,1
3975,3028,3139,322,5
3976,107,3069,135,3
3977,182,3152,101,2
3978,61,3086,79,2
3979,176,3017,540,8
3980,62,165,459,7
3981,3145,3152,170,3
3982,165,3158,144,2
3983,53,64,0,0
3984,89,3021,221,4
3985,3018,3179,85,1
3986,3054,3112,247,4
3987,103,130,199,3
3988,129,3029,276,4
3989,24,114,65,1
3990,116,3109,169,3
3991,16,179,281,4
3992,106,117,521,8
3993,89,139,385,6
3994,135,191,272,4
3995,81,166,0,0
3996,75,129,218,3
3997,127,3135,179,3
3998,44,85,609,9
3999,68,192,160,3
4000,27,3035,172,5
4001,47,192,236,4
4002,64,3040,0,0
4003,3044,3135,55,1
4004,3020,3028,111,2
4005,3114,3158,282,4
4006,191,3086,268,4
4007,17,37,39,1
4008,132,177,181,3
4009,3016,3118,217,4
4010,3139,3185,39,1
4011,3035,3066,48,1
4012,27,3016,136,5
4013,44,130,514,7
4014,111,3108,504,7
4015,88,3074,139,3
4016,3021,3116,166,3
4017,3061,3132,254,4
4018,193,3031,342,5
4019,18,3166,88,1
4020,122,3165,516,7
4021,40,41,572,8
4022,47,116,167,3
4023,72,3166,237,4
4024,37,150,98,2
4025,86,108,82,1
4026,3127,3150,183,3
4027,21,3065,291,5
4028,25,34,316,5
4029,81,3122,233,4
4030,89,3035,221,4
4031,145,182,101,2
4032,3069,3082,169,3
4033,29,3023,116,2
4034,152,3074,186,3
4035,44,3117,652,9
4036,76,3043,300,5
4037,66,3026,170,3
4038,26,3081,106,2
4039,3028,3041,488,7
4040,61,3150,428,6
4041,122,3068,76,1
4042,107,152,310,5
4043,25,40,394,6
4044,68,193,66,1
4045,194,3011,117,2
4046,3074,3116,253,4
4047,21,60,310,5
4048,66,3103,245,4
4049,43,3029,202,3
4050,81,3194,65,1
4051,3071,3142,377,6
4052,111,190,334,5
4053,182,192,48,1
4054,100,179,137,2
4055,3029,3107,111,2
4056,61,3192,348,5
4057,3043,3158,529,9
4058,75,3122,150,2
4059,86,3075,198,3
4060,88,3192,275,4
4061,31,40,201,3
4062,129,136,0,0
4063,176,3116,641,10
4064,3053,3166,252,4
4065,136,3171,401,6
4066,26,125,132,2
4067,127,3114,7,0
4068,3114,3193,71,1
4069,142,3034,0,0
4070,76,3114,32,1
4071,104,3029,138,2
4072,27,40,191,6
4073,139,3114,332,5
4074,152,3018,267,4
4075,182,3104,328,5
4076,28,3016,54,1
4077,3021,3129,288,4
4078,88,3082,91,2
4079,3031,3108,216,3
4080,3044,3194,167,3
4081,100,165,429,6
4082,3132,3194,251,4
4083,117,3112,329,5
4084,86,3074,203,3
4085,3076,3171,238,4
4086,86,3101,437,6
4087,69,3132,150,2
4088,103,3171,449,6
4089,131,3040,280,4
4090,146,3028,260,4
4091,152,3145,19,0
4092,64,3031,221,3
4093,3041,3156,488,7
4094,72,3016,283,4
4095,3029,3102,223,4
4096,3081,3181,295,5
4097,100,163,398,6
4098,3037,3054,25,1
4099,3026,3136,322,5
4100,37,3035,0,0
4101,163,170,578,9
4102,100,3109,158,3
4103,179,3194,121,2
4104,44,3171,264,4
4105,104,108,55,1
4106,103,3142,142,2
4107,106,181,228,4
4108,70,171,145,2
4109,114,193,17,0
4110,29,70,145,2
4111,29,181,228,4
4112,163,190,334,5
4113,37,3116,166,3
4114,136,3166,280,4
4115,11,3081,372,6
4116,135,3018,272,4
4117,131,152,255,4
4118,18,177,370,6
4119,62,3179,311,5
4120,54,116,170,3
4121,75,3023,56,1
4122,3122,3150,475,7
4123,69,3145,370,6
4124,89,3108,204,3
4125,81,3192,428,7
4126,142,3152,322,5
4127,3029,3075,39,1
4128,3041,3145,329,5
4129,165,3185,501,7
4130,29,130,129,2
4131,24,3053,357,6
4132,3024,3028,271,4
4133,135,3037,229,3
4134,106,182,228,4
4135,190,3020,38,1
4136,27,3018,118,5
4137,166,3020,111,2
4138,3024,3065,251,4
4139,24,40,360,6
4140,135,3139,227,3
4141,25,29,232,4
4142,27,31,199,6
4143,117,3163,57,1
4144,185,3034,0,0
4145,29,3016,52,1
4146,69,3193,320,5
4147,100,3041,304,5
4148,17,3069,126,2
4149,104,3069,173,3
4150,190,3034,242,4
4151,44,3011,436,6
4152,104,3031,371,6
4153,132,185,166,3
4154,139,3135,244,4
4155,131,3011,232,3
4156,145,3166,322,5
4157,25,3107,85,2
4158,3017,3190,281,4
4159,3081,3158,476,7
4160,16,3108,278,5
4161,17,117,490,7
4162,142,3086,185,3
4163,165,3102,366,6
4164,70,139,306,5
4165,81,3112,269,4
4166,89,3018,304,5
4167,131,3035,280,4
4168,3028,3118,237,4
4169,116,3165,426,6
4170,41,76,281,4
4171,179,3102,60,1
4172,136,3192,354,6
4173,29,68,76,1
4174,3018,3085,38,1
4175,76,3112,249,4
4176,103,3011,280,4
4177,24,116,35,1
4178,62,3075,149,3
4179,150,3034,97,2
4180,191,3037,222,4
4181,89,3037,86,1
4182,3029,3069,126,2
4183,163,3023,412,6
4184,60,3016,229,4
4185,3020,3040,237,4
4186,3136,3177,0,0
4187,3075,3194,167,3
4188,3108,3118,155,3
4189,29,3021,0,0
4190,131,3101,245,4
4191,27,3165,645,12
4192,3085,3149,289,4
4193,193,3101,452,7
4194,70,193,16,1
4195,181,193,111,2
4196,170,3145,227,4
4197,31,75,137,2
4198,122,3129,288,4
4199,44,88,500,7
4200,170,3053,227,3
4201,43,170,112,2
4202,135,3020,254,4
4203,21,75,295,5
4204,37,3158,410,6
4205,20,20,0,0
4206,53,3031,221,3
4207,142,3020,236,4
4208,66,3021,166,3
4209,104,106,171,3
4210,100,3194,30,1
4211,3018,3081,91,2
4212,88,3112,290,4
4213,150,192,314,5
4214,81,3044,229,4
4215,3017,3158,472,7
4216,125,3021,97,2
4217,152,190,66,1
4218,3028,3152,0,0
4219,182,3034,232,4
4220,54,135,287,5
4221,27,3193,373,9
4222,16,3074,176,3
4223,89,3054,107,2
4224,34,3101,561,8
4225,70,3081,213,3
4226,54,86,140,2
4227,110,3103,224,4
4228,35,75,372,6
4229,181,3081,300,5
4230,3018,3066,132,2
4231,3021,3176,317,5
4232,11,165,97,1
4233,3023,3068,43,1
4234,108,149,242,4
4235,41,3158,0,0
4236,88,3158,342,5
4237,3017,3112,301,4
4238,122,3031,221,3
4239,86,3029,165,3
4240,70,3118,56,1
4241,181,3118,147,3
4242,16,193,342,5
4243,69,3034,423,6
4244,72,3069,211,3
4245,86,3193,90,2
4246,3129,3149,240,4
4247,185,3193,228,4
4248,179,3031,474,7
4249,70,108,29,1
4250,88,3131,290,4
4251,114,3179,296,5
4252,40,193,303,5
4253,66,3132,252,4
4254,3112,3152,271,4
4255,132,3127,377,6
4256,3018,3191,311,5
4257,3031,3069,213,4
4258,66,3016,213,3
4259,76,3070,0,0
4260,3101,3171,639,9
4261,3145,3149,252,4
4262,85,3035,182,3
4263,116,166,170,3
4264,107,3114,298,5
4265,21,64,168,3
4266,158,3026,219,4
4267,3074,3176,301,5
4268,35,3194,368,6
4269,44,3191,651,10
4270,85,3024,258,4
4271,3044,3176,317,5
4272,3026,3190,122,2
4273,122,177,287,5
4274,3109,3142,294,4
4275,31,3101,500,7
4276,146,3040,355,5
4277,37,74,167,3
4278,16,64,304,5
4279,3075,3142,421,6
4280,47,193,142,2
4281,150,3054,197,3
4282,3129,3192,124,3
4283,136,3150,332,5
4284,3086,3118,97,2
4285,43,3104,545,8
4286,89,3136,221,4
4287,3176,3193,94,2
4288,24,170,258,4
4289,116,3068,90,2
4290,3020,3106,237,4
4291,41,88,342,5
4292,54,3016,370,6
4293,60,3112,258,4
4294,24,3017,258,4
4295,64,100,139,2
4296,76,108,29,1
4297,16,3016,311,5
4298,75,192,81,2
4299,31,194,145,2
4300,75,3017,230,4
4301,176,3176,182,3
4302,104,104,0,0
4303,127,3156,170,3
4304,3068,3191,152,3
4305,62,3116,311,5
4306,81,3106,229,4
4307,70,3146,329,5
4308,66,3044,166,3
